Site.ID,Location,Lat,Long,Valid_from,AdjustedLat,AdjustedLong
21557,NOR,59.8331,5.536483,10/31/2008 1:00:00 AM,59.8331,4.786483
13588,NOR,67.90877,15.142962,11/18/2008 1:00:00 AM,67.95877,14.392962
13771,NOR,67.893512,15.154774,11/18/2008 1:00:00 AM,67.943512,14.404774
12632,NOR,64.524907,10.775455,11/20/2008 1:00:00 AM,64.524907,10.025455
28577,NOR,66.355522,12.53092,11/20/2008 1:00:00 AM,66.355522,11.78092
11516,NOR,59.869822,5.205541,11/27/2008 1:00:00 AM,59.869822,4.455541
12113,NOR,59.981233,5.777467,12/3/2008 1:00:00 AM,59.981233,5.027467
11895,NOR,59.281289,6.128395,12/8/2008 1:00:00 AM,59.281289,5.078395
12967,NOR,59.48249,6.166079,1/15/2009 1:00:00 AM,59.48249,5.106079
14455,NOR,59.289837,6.275208,1/15/2009 1:00:00 AM,59.289837,5.325208
12137,NOR,59.937541,5.647389,1/21/2009 1:00:00 AM,59.937541,4.897389
10072,NOR,60.874014,4.93374,1/23/2009 1:00:00 AM,60.874014,4.18374
12037,NOR,60.09155,5.91962,1/27/2009 1:00:00 AM,60.09155,5.16962
10322,NOR,60.192407,5.59794,1/27/2009 1:00:00 AM,60.1,4.75
12957,NOR,66.58291,13.004155,1/29/2009 1:00:00 AM,66.58291,12.254155
13031,NOR,59.918944,5.25722,2/3/2009 1:00:00 AM,59.918944,4.40722
10083,NOR,60.469143,5.228554,2/10/2009 1:00:00 AM,60.469143,4.428554
13320,NOR,70.631668,24.581412,2/19/2009 1:00:00 AM,71.191668,24.581412
13318,NOR,70.308756,23.476265,2/19/2009 1:00:00 AM,70.8,22.4
10634,NOR,70.542763,24.085919,2/19/2009 1:00:00 AM,71.042763,24.085919
13537,NOR,70.444757,23.752674,2/19/2009 1:00:00 AM,71.004757,23.752674
16218,NOR,70.514438,22.464043,2/19/2009 1:00:00 AM,70.964438,22.464043
10797,NOR,70.223814,21.466086,2/19/2009 1:00:00 AM,70.773814,21.466086
20175,NOR,70.319177,23.501485,2/24/2009 1:00:00 AM,70.8,22.4
10407,NOR,64.988531,11.086064,2/27/2009 1:00:00 AM,64.988531,10.336064
15817,NOR,62.817175,8.158295,3/2/2009 1:00:00 AM,63.06,6.71
12266,NOR,62.62361,6.5709,3/2/2009 1:00:00 AM,62.62361,5.8209
